T[K],T[C],HF[W/g],Cp[J/(gK)],Cp[J/(mo K)],lit-Cp[J/(molK),lit_Cp_(J/mol_K_DIVI,DIVI_B OTRO_SET,H
266.71,-6.2900,-0.25770,1.5500,161.43,,,,6631.4,
266.73,-6.2700,-0.25780,1.5500,161.43,,,,6634.6,
266.74,-6.2600,-0.25780,1.5500,161.43,,,,6636.2,
266.76,-6.2400,-0.25780,1.5500,161.43,,,,6639.5,
266.78,-6.2200,-0.25780,1.5500,161.43,,,,6642.7,
266.79,-6.2100,-0.25780,1.5500,161.43,,,,6644.3,
266.81,-6.1900,-0.25780,1.5500,161.43,,,,6647.5,
266.83,-6.1700,-0.25780,1.5500,161.43,,,,6650.8,
266.84,-6.1600,-0.25780,1.5510,161.53,,,,6652.4,
266.86,-6.1400,-0.25780,1.5510,161.53,,,,6655.6,
266.88,-6.1200,-0.25790,1.5510,161.53,,,,6658.8,
266.89,-6.1100,-0.25790,1.5510,161.53,,,,6660.4,
266.91,-6.0900,-0.25790,1.5510,161.53,,,,6663.7,
266.93,-6.0700,-0.25790,1.5510,161.53,,,,6666.9,
266.94,-6.0600,-0.25790,1.5510,161.53,,,,6668.5,
266.96,-6.0400,-0.25790,1.5510,161.53,,,,6671.8,
266.98,-6.0200,-0.25790,1.5510,161.53,,,,6675.0,
266.99,-6.0100,-0.25800,1.5520,161.64,,,,6676.6,
267.01,-5.9900,-0.25800,1.5520,161.64,,,,6679.8,
267.02,-5.9800,-0.25800,1.5520,161.64,,,,6681.4,
267.04,-5.9600,-0.25800,1.5520,161.64,,,,6684.7,
267.06,-5.9400,-0.25800,1.5520,161.64,,,,6687.9,
267.08,-5.9200,-0.25800,1.5520,161.64,,,,6691.1,
267.09,-5.9100,-0.25800,1.5520,161.64,,,,6692.8,
267.11,-5.8900,-0.25800,1.5520,161.64,,,,6696.0,
267.12,-5.8800,-0.25810,1.5530,161.74,,,,6697.6,
267.14,-5.8600,-0.25810,1.5530,161.74,,,,6700.8,
267.16,-5.8400,-0.25810,1.5530,161.74,,,,6704.1,
267.17,-5.8300,-0.25810,1.5530,161.74,,,,6705.7,
267.19,-5.8100,-0.25810,1.5530,161.74,,,,6708.9,
267.21,-5.7900,-0.25810,1.5530,161.74,,,,6712.2,
267.22,-5.7800,-0.25810,1.5530,161.74,,,,6713.8,
267.24,-5.7600,-0.25810,1.5530,161.74,,,,6717.0,
267.26,-5.7400,-0.25820,1.5530,161.74,,,,6720.3,
267.27,-5.7300,-0.25820,1.5530,161.74,,,,6721.9,
267.29,-5.7100,-0.25820,1.5530,161.74,,,,6725.1,
267.31,-5.6900,-0.25820,1.5530,161.74,,,,6728.3,
267.32,-5.6800,-0.25820,1.5530,161.74,,,,6730.0,
267.34,-5.6600,-0.25820,1.5530,161.74,,,,6733.2,
267.36,-5.6400,-0.25820,1.5530,161.74,,,,6736.4,
267.37,-5.6300,-0.25820,1.5530,161.74,,,,6738.0,
267.39,-5.6100,-0.25830,1.5530,161.74,,,,6741.3,
267.41,-5.5900,-0.25830,1.5530,161.74,,,,6744.5,
267.42,-5.5800,-0.25830,1.5540,161.85,,,,6746.1,
267.44,-5.5600,-0.25830,1.5540,161.85,,,,6749.4,
267.46,-5.5400,-0.25830,1.5540,161.85,,,,6752.6,
267.47,-5.5300,-0.25830,1.5540,161.85,,,,6754.2,
267.49,-5.5100,-0.25830,1.5540,161.85,,,,6757.5,
267.51,-5.4900,-0.25830,1.5540,161.85,,,,6760.7,
267.52,-5.4800,-0.25840,1.5540,161.85,,,,6762.3,
267.54,-5.4600,-0.25840,1.5540,161.85,,,,6765.6,
267.56,-5.4400,-0.25840,1.5540,161.85,,,,6768.8,
267.57,-5.4300,-0.25840,1.5540,161.85,,,,6770.4,
267.59,-5.4100,-0.25840,1.5540,161.85,,,,6773.6,
267.61,-5.3900,-0.25840,1.5540,161.85,,,,6776.9,
267.62,-5.3800,-0.25840,1.5540,161.85,,,,6778.5,
267.64,-5.3600,-0.25840,1.5540,161.85,,,,6781.7,
267.66,-5.3400,-0.25850,1.5540,161.85,,,,6785.0,
267.67,-5.3300,-0.25850,1.5540,161.85,,,,6786.6,
267.69,-5.3100,-0.25850,1.5550,161.95,,,,6789.8,
267.71,-5.2900,-0.25850,1.5550,161.95,,,,6793.1,
267.72,-5.2800,-0.25850,1.5550,161.95,,,,6794.7,
267.74,-5.2600,-0.25850,1.5550,161.95,,,,6797.9,
267.76,-5.2400,-0.25850,1.5550,161.95,,,,6801.2,
267.77,-5.2300,-0.25850,1.5550,161.95,,,,6802.8,
267.79,-5.2100,-0.25860,1.5550,161.95,,,,6806.0,
267.81,-5.1900,-0.25860,1.5550,161.95,,,,6809.3,
267.82,-5.1800,-0.25860,1.5550,161.95,,,,6810.9,
267.84,-5.1600,-0.25860,1.5550,161.95,,,,6814.1,
267.86,-5.1400,-0.25860,1.5550,161.95,,,,6817.4,
267.87,-5.1300,-0.25860,1.5550,161.95,,,,6819.0,
267.89,-5.1100,-0.25860,1.5560,162.05,,,,6822.2,
267.91,-5.0900,-0.25860,1.5560,162.05,,,,6825.5,
267.92,-5.0800,-0.25870,1.5560,162.05,,,,6827.1,
267.94,-5.0600,-0.25870,1.5560,162.05,,,,6830.3,
267.96,-5.0400,-0.25870,1.5560,162.05,,,,6833.6,
267.97,-5.0300,-0.25870,1.5560,162.05,,,,6835.2,
267.99,-5.0100,-0.25870,1.5560,162.05,,,,6838.4,
268.01,-4.9900,-0.25870,1.5560,162.05,,,,6841.7,
268.02,-4.9800,-0.25870,1.5560,162.05,,,,6843.3,
268.04,-4.9600,-0.25870,1.5560,162.05,,,,6846.5,
268.06,-4.9400,-0.25880,1.5560,162.05,,,,6849.8,
268.07,-4.9300,-0.25880,1.5560,162.05,,,,6851.4,
268.09,-4.9100,-0.25880,1.5560,162.05,,,,6854.6,
268.10,-4.9000,-0.25880,1.5560,162.05,,,,6856.3,
268.12,-4.8800,-0.25880,1.5560,162.05,,,,6859.5,
268.14,-4.8600,-0.25880,1.5560,162.05,,,,6862.7,
268.16,-4.8400,-0.25880,1.5560,162.05,,,,6866.0,
268.17,-4.8300,-0.25890,1.5560,162.05,,,,6867.6,
268.19,-4.8100,-0.25890,1.5570,162.16,,,,6870.8,
268.20,-4.8000,-0.25890,1.5570,162.16,,,,6872.5,
268.22,-4.7800,-0.25890,1.5570,162.16,,,,6875.7,
268.24,-4.7600,-0.25890,1.5570,162.16,,,,6878.9,
268.26,-4.7400,-0.25890,1.5570,162.16,,,,6882.2,
268.27,-4.7300,-0.25890,1.5570,162.16,,,,6883.8,
268.29,-4.7100,-0.25890,1.5580,162.26,,,,6887.1,
268.30,-4.7000,-0.25900,1.5580,162.26,,,,6888.7,
268.32,-4.6800,-0.25900,1.5580,162.26,,,,6891.9,
268.34,-4.6600,-0.25900,1.5580,162.26,,,,6895.2,
268.35,-4.6500,-0.25900,1.5580,162.26,,,,6896.8,
268.37,-4.6300,-0.25900,1.5580,162.26,,,,6900.0,
268.39,-4.6100,-0.25900,1.5570,162.16,,,,6903.3,
268.40,-4.6000,-0.25900,1.5570,162.16,,,,6904.9,
268.42,-4.5800,-0.25900,1.5580,162.26,,,,6908.2,
268.44,-4.5600,-0.25910,1.5580,162.26,,,,6911.4,
268.45,-4.5500,-0.25910,1.5580,162.26,,,,6913.0,
268.47,-4.5300,-0.25910,1.5580,162.26,,,,6916.3,
268.49,-4.5100,-0.25910,1.5580,162.26,,,,6919.5,
268.50,-4.5000,-0.25910,1.5580,162.26,,,,6921.1,
268.52,-4.4800,-0.25910,1.5580,162.26,,,,6924.4,
268.54,-4.4600,-0.25910,1.5580,162.26,,,,6927.6,
268.55,-4.4500,-0.25910,1.5580,162.26,,,,6929.2,
268.57,-4.4300,-0.25920,1.5580,162.26,,,,6932.5,
268.59,-4.4100,-0.25920,1.5580,162.26,,,,6935.7,
268.60,-4.4000,-0.25920,1.5580,162.26,,,,6937.4,
268.62,-4.3800,-0.25920,1.5580,162.26,,,,6940.6,
268.64,-4.3600,-0.25920,1.5580,162.26,,,,6943.9,
268.66,-4.3400,-0.25920,1.5590,162.37,,,,6947.1,
268.67,-4.3300,-0.25920,1.5590,162.37,,,,6948.7,
268.69,-4.3100,-0.25930,1.5590,162.37,,,,6952.0,
268.70,-4.3000,-0.25930,1.5590,162.37,,,,6953.6,
268.72,-4.2800,-0.25930,1.5590,162.37,,,,6956.8,
268.74,-4.2600,-0.25930,1.5590,162.37,,,,6960.1,
268.75,-4.2500,-0.25930,1.5590,162.37,,,,6961.7,
268.77,-4.2300,-0.25930,1.5590,162.37,,,,6965.0,
268.79,-4.2100,-0.25930,1.5590,162.37,,,,6968.2,
268.80,-4.2000,-0.25930,1.5590,162.37,,,,6969.8,
268.82,-4.1800,-0.25940,1.5590,162.37,,,,6973.1,
268.84,-4.1600,-0.25940,1.5590,162.37,,,,6976.3,
268.85,-4.1500,-0.25940,1.5590,162.37,,,,6977.9,
268.87,-4.1300,-0.25940,1.5590,162.37,,,,6981.2,
268.89,-4.1100,-0.25940,1.5590,162.37,,,,6984.4,
268.90,-4.1000,-0.25940,1.5590,162.37,,,,6986.1,
268.92,-4.0800,-0.25940,1.5590,162.37,,,,6989.3,
268.94,-4.0600,-0.25950,1.5590,162.37,,,,6992.6,
268.95,-4.0500,-0.25950,1.5590,162.37,,,,6994.2,
268.97,-4.0300,-0.25950,1.5600,162.47,,,,6997.4,
268.99,-4.0100,-0.25950,1.5600,162.47,,,,7000.7,
269.00,-4.0000,-0.25950,1.5600,162.47,,,,7002.3,
269.02,-3.9800,-0.25950,1.5600,162.47,,,,7005.6,
269.04,-3.9600,-0.25950,1.5600,162.47,,,,7008.8,
269.05,-3.9500,-0.25950,1.5600,162.47,,,,7010.4,
269.07,-3.9300,-0.25960,1.5600,162.47,,,,7013.7,
269.09,-3.9100,-0.25960,1.5600,162.47,,,,7016.9,
269.10,-3.9000,-0.25960,1.5590,162.37,,,,7018.6,
269.12,-3.8800,-0.25960,1.5600,162.47,,,,7021.8,
269.14,-3.8600,-0.25960,1.5600,162.47,,,,7025.0,
269.15,-3.8500,-0.25960,1.5600,162.47,,,,7026.7,
269.17,-3.8300,-0.25960,1.5600,162.47,,,,7029.9,
269.19,-3.8100,-0.25960,1.5600,162.47,,,,7033.2,
269.20,-3.8000,-0.25970,1.5600,162.47,,,,7034.8,
269.22,-3.7800,-0.25970,1.5600,162.47,,,,7038.0,
269.24,-3.7600,-0.25970,1.5600,162.47,,,,7041.3,
269.25,-3.7500,-0.25970,1.5600,162.47,,,,7042.9,
269.27,-3.7300,-0.25970,1.5600,162.47,,,,7046.2,
269.29,-3.7100,-0.25970,1.5610,162.58,,,,7049.4,
269.30,-3.7000,-0.25970,1.5610,162.58,,,,7051.0,
269.32,-3.6800,-0.25970,1.5610,162.58,,,,7054.3,
269.34,-3.6600,-0.25980,1.5610,162.58,,,,7057.5,
269.35,-3.6500,-0.25980,1.5610,162.58,,,,7059.2,
269.37,-3.6300,-0.25980,1.5610,162.58,,,,7062.4,
269.39,-3.6100,-0.25980,1.5610,162.58,,,,7065.7,
269.40,-3.6000,-0.25980,1.5610,162.58,,,,7067.3,
269.42,-3.5800,-0.25980,1.5610,162.58,,,,7070.6,
269.44,-3.5600,-0.25980,1.5610,162.58,,,,7073.8,
269.45,-3.5500,-0.25990,1.5610,162.58,,,,7075.4,
269.47,-3.5300,-0.25990,1.5610,162.58,,,,7078.7,
269.49,-3.5100,-0.25990,1.5610,162.58,,,,7081.9,
269.50,-3.5000,-0.25990,1.5610,162.58,,,,7083.6,
269.52,-3.4800,-0.25990,1.5620,162.68,,,,7086.8,
269.54,-3.4600,-0.25990,1.5620,162.68,,,,7090.1,
269.55,-3.4500,-0.25990,1.5620,162.68,,,,7091.7,
269.57,-3.4300,-0.25990,1.5620,162.68,,,,7094.9,
269.59,-3.4100,-0.26000,1.5620,162.68,,,,7098.2,
269.60,-3.4000,-0.26000,1.5620,162.68,,,,7099.8,
269.62,-3.3800,-0.26000,1.5620,162.68,,,,7103.1,
269.64,-3.3600,-0.26000,1.5620,162.68,,,,7106.3,
269.65,-3.3500,-0.26000,1.5620,162.68,,,,7108.0,
269.67,-3.3300,-0.26000,1.5620,162.68,,,,7111.2,
269.69,-3.3100,-0.26000,1.5620,162.68,,,,7114.5,
269.70,-3.3000,-0.26010,1.5620,162.68,,,,7116.1,
269.72,-3.2800,-0.26010,1.5620,162.68,,,,7119.3,
269.74,-3.2600,-0.26010,1.5620,162.68,,,,7122.6,
269.75,-3.2500,-0.26010,1.5620,162.68,,,,7124.2,
269.77,-3.2300,-0.26010,1.5620,162.68,,,,7127.5,
269.79,-3.2100,-0.26010,1.5630,162.78,,,,7130.7,
269.80,-3.2000,-0.26010,1.5630,162.78,,,,7132.4,
269.82,-3.1800,-0.26010,1.5630,162.78,,,,7135.6,
269.84,-3.1600,-0.26020,1.5630,162.78,,,,7138.9,
269.85,-3.1500,-0.26020,1.5630,162.78,,,,7140.5,
269.87,-3.1300,-0.26020,1.5630,162.78,,,,7143.8,
269.89,-3.1100,-0.26020,1.5630,162.78,,,,7147.0,
269.90,-3.1000,-0.26020,1.5630,162.78,,,,7148.6,
269.92,-3.0800,-0.26020,1.5640,162.89,,,,7151.9,
269.94,-3.0600,-0.26020,1.5640,162.89,,,,7155.2,
269.95,-3.0500,-0.26020,1.5640,162.89,,,,7156.8,
269.97,-3.0300,-0.26030,1.5640,162.89,,,,7160.0,
269.99,-3.0100,-0.26030,1.5640,162.89,,,,7163.3,
270.00,-3.0000,-0.26030,1.5640,162.89,,,,7164.9,
270.02,-2.9800,-0.26030,1.5640,162.89,,,,7168.2,
270.04,-2.9600,-0.26030,1.5640,162.89,,,,7171.4,
270.05,-2.9500,-0.26030,1.5640,162.89,,,,7173.1,
270.07,-2.9300,-0.26030,1.5640,162.89,,,,7176.3,
270.09,-2.9100,-0.26040,1.5640,162.89,,,,7179.6,
270.10,-2.9000,-0.26040,1.5640,162.89,,,,7181.2,
